ENCSR688NWK,HEK293,Control-human,ChIP-seq,"[['unfiltered alignments', 'ENCFF424ATY', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF424ATY/@@download/ENCFF424ATY.bam'], ['alignments', 'ENCFF145UQB', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF145UQB/@@download/ENCFF145UQB.bam'], ['unfiltered alignments', 'ENCFF650VUY', 'hg19', 'https://www.encodeproject.org/files/ENCFF650VUY/@@download/ENCFF650VUY.bam'], ['alignments', 'ENCFF361NSP', 'hg19', 'https://www.encodeproject.org/files/ENCFF361NSP/@@download/ENCFF361NSP.bam']]",[]
ENCSR000AUJ,A549,H3K27me3-human,ChIP-seq,"[['alignments', 'ENCFF000AKN', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AKN/@@download/ENCFF000AKN.bam'], ['alignments', 'ENCFF000AKO', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AKO/@@download/ENCFF000AKO.bam'], ['unfiltered alignments', 'ENCFF028JTM', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF028JTM/@@download/ENCFF028JTM.bam'], ['unfiltered alignments', 'ENCFF539LZN', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF539LZN/@@download/ENCFF539LZN.bam'], ['alignments', 'ENCFF254IVN', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF254IVN/@@download/ENCFF254IVN.bam'], ['alignments', 'ENCFF301VZW', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF301VZW/@@download/ENCFF301VZW.bam'], ['unfiltered alignments', 'ENCFF808QCA', 'hg19', 'https://www.encodeproject.org/files/ENCFF808QCA/@@download/ENCFF808QCA.bam'], ['alignments', 'ENCFF800NPS', 'hg19', 'https://www.encodeproject.org/files/ENCFF800NPS/@@download/ENCFF800NPS.bam'], ['unfiltered alignments', 'ENCFF360JRS', 'hg19', 'https://www.encodeproject.org/files/ENCFF360JRS/@@download/ENCFF360JRS.bam'], ['alignments', 'ENCFF664RTA', 'hg19', 'https://www.encodeproject.org/files/ENCFF664RTA/@@download/ENCFF664RTA.bam']]",['ENCSR000ASR']
ENCSR199UFW,suprapubic skin,Control-human,ChIP-seq,"[['unfiltered alignments', 'ENCFF106DYM', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF106DYM/@@download/ENCFF106DYM.bam'], ['unfiltered alignments', 'ENCFF334DXZ', 'hg19', 'https://www.encodeproject.org/files/ENCFF334DXZ/@@download/ENCFF334DXZ.bam'], ['alignments', 'ENCFF468PJR', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF468PJR/@@download/ENCFF468PJR.bam'], ['alignments', 'ENCFF796NXO', 'hg19', 'https://www.encodeproject.org/files/ENCFF796NXO/@@download/ENCFF796NXO.bam']]",[]
ENCSR000AUH,A549,H2AFZ-human,ChIP-seq,"[['alignments', 'ENCFF000AHZ', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AHZ/@@download/ENCFF000AHZ.bam'], ['alignments', 'ENCFF000AIB', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AIB/@@download/ENCFF000AIB.bam'], ['unfiltered alignments', 'ENCFF884HCR', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF884HCR/@@download/ENCFF884HCR.bam'], ['unfiltered alignments', 'ENCFF907BDY', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF907BDY/@@download/ENCFF907BDY.bam'], ['alignments', 'ENCFF698LKH', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF698LKH/@@download/ENCFF698LKH.bam'], ['unfiltered alignments', 'ENCFF452VEM', 'hg19', 'https://www.encodeproject.org/files/ENCFF452VEM/@@download/ENCFF452VEM.bam'], ['unfiltered alignments', 'ENCFF200VUR', 'hg19', 'https://www.encodeproject.org/files/ENCFF200VUR/@@download/ENCFF200VUR.bam'], ['alignments', 'ENCFF853MFU', 'hg19', 'https://www.encodeproject.org/files/ENCFF853MFU/@@download/ENCFF853MFU.bam'], ['alignments', 'ENCFF781RGM', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF781RGM/@@download/ENCFF781RGM.bam'], ['alignments', 'ENCFF274LSQ', 'hg19', 'https://www.encodeproject.org/files/ENCFF274LSQ/@@download/ENCFF274LSQ.bam']]",['ENCSR000ASS']
ENCSR882IYK,MCF-7,Control-human,ChIP-seq,"[['unfiltered alignments', 'ENCFF866YXI', 'hg19', 'https://www.encodeproject.org/files/ENCFF866YXI/@@download/ENCFF866YXI.bam'], ['unfiltered alignments', 'ENCFF347AGZ', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF347AGZ/@@download/ENCFF347AGZ.bam'], ['unfiltered alignments', 'ENCFF688JJI', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF688JJI/@@download/ENCFF688JJI.bam'], ['unfiltered alignments', 'ENCFF275MAH', 'hg19', 'https://www.encodeproject.org/files/ENCFF275MAH/@@download/ENCFF275MAH.bam'], ['alignments', 'ENCFF191XYH', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF191XYH/@@download/ENCFF191XYH.bam'], ['alignments', 'ENCFF823USR', 'hg19', 'https://www.encodeproject.org/files/ENCFF823USR/@@download/ENCFF823USR.bam'], ['alignments', 'ENCFF447KVS', 'hg19', 'https://www.encodeproject.org/files/ENCFF447KVS/@@download/ENCFF447KVS.bam'], ['alignments', 'ENCFF746SKT', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF746SKT/@@download/ENCFF746SKT.bam']]",[]
ENCSR000AUN,A549,H3K9me3-human,ChIP-seq,"[['alignments', 'ENCFF000AJU', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AJU/@@download/ENCFF000AJU.bam'], ['alignments', 'ENCFF000AJW', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AJW/@@download/ENCFF000AJW.bam'], ['unfiltered alignments', 'ENCFF330FBC', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF330FBC/@@download/ENCFF330FBC.bam'], ['alignments', 'ENCFF420BRU', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF420BRU/@@download/ENCFF420BRU.bam'], ['unfiltered alignments', 'ENCFF085TGM', 'hg19', 'https://www.encodeproject.org/files/ENCFF085TGM/@@download/ENCFF085TGM.bam'], ['alignments', 'ENCFF852IQZ', 'hg19', 'https://www.encodeproject.org/files/ENCFF852IQZ/@@download/ENCFF852IQZ.bam'], ['unfiltered alignments', 'ENCFF054SGJ', 'hg19', 'https://www.encodeproject.org/files/ENCFF054SGJ/@@download/ENCFF054SGJ.bam'], ['alignments', 'ENCFF441ELG', 'hg19', 'https://www.encodeproject.org/files/ENCFF441ELG/@@download/ENCFF441ELG.bam'], ['alignments', 'ENCFF219PFS', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF219PFS/@@download/ENCFF219PFS.bam']]",['ENCSR000ASS']
ENCSR000AUO,A549,H4K20me1-human,ChIP-seq,"[['alignments', 'ENCFF000ALX', 'hg19', 'https://www.encodeproject.org/files/ENCFF000ALX/@@download/ENCFF000ALX.bam'], ['alignments', 'ENCFF000ALZ', 'hg19', 'https://www.encodeproject.org/files/ENCFF000ALZ/@@download/ENCFF000ALZ.bam'], ['unfiltered alignments', 'ENCFF869VGU', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF869VGU/@@download/ENCFF869VGU.bam'], ['unfiltered alignments', 'ENCFF891UWW', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF891UWW/@@download/ENCFF891UWW.bam'], ['alignments', 'ENCFF281XOW', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF281XOW/@@download/ENCFF281XOW.bam'], ['alignments', 'ENCFF223LQX', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF223LQX/@@download/ENCFF223LQX.bam'], ['unfiltered alignments', 'ENCFF430DPU', 'hg19', 'https://www.encodeproject.org/files/ENCFF430DPU/@@download/ENCFF430DPU.bam'], ['unfiltered alignments', 'ENCFF338FAP', 'hg19', 'https://www.encodeproject.org/files/ENCFF338FAP/@@download/ENCFF338FAP.bam'], ['alignments', 'ENCFF739LZH', 'hg19', 'https://www.encodeproject.org/files/ENCFF739LZH/@@download/ENCFF739LZH.bam'], ['alignments', 'ENCFF672NQJ', 'hg19', 'https://www.encodeproject.org/files/ENCFF672NQJ/@@download/ENCFF672NQJ.bam']]",['ENCSR000ASS']
ENCSR000AUL,A549,H3K36me3-human,ChIP-seq,"[['alignments', 'ENCFF000ALE', 'hg19', 'https://www.encodeproject.org/files/ENCFF000ALE/@@download/ENCFF000ALE.bam'], ['alignments', 'ENCFF000ALG', 'hg19', 'https://www.encodeproject.org/files/ENCFF000ALG/@@download/ENCFF000ALG.bam'], ['unfiltered alignments', 'ENCFF932DMH', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF932DMH/@@download/ENCFF932DMH.bam'], ['alignments', 'ENCFF218BOA', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF218BOA/@@download/ENCFF218BOA.bam'], ['unfiltered alignments', 'ENCFF599GDF', 'hg19', 'https://www.encodeproject.org/files/ENCFF599GDF/@@download/ENCFF599GDF.bam'], ['alignments', 'ENCFF992DBZ', 'hg19', 'https://www.encodeproject.org/files/ENCFF992DBZ/@@download/ENCFF992DBZ.bam'], ['unfiltered alignments', 'ENCFF129EML', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF129EML/@@download/ENCFF129EML.bam'], ['unfiltered alignments', 'ENCFF758ZBF', 'hg19', 'https://www.encodeproject.org/files/ENCFF758ZBF/@@download/ENCFF758ZBF.bam'], ['alignments', 'ENCFF885LBR', 'hg19', 'https://www.encodeproject.org/files/ENCFF885LBR/@@download/ENCFF885LBR.bam'], ['alignments', 'ENCFF600QRT', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF600QRT/@@download/ENCFF600QRT.bam']]",['ENCSR000ASS']
ENCSR000AUM,A549,H3K4me1-human,ChIP-seq,"[['alignments', 'ENCFF000AIM', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AIM/@@download/ENCFF000AIM.bam'], ['alignments', 'ENCFF000AIN', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AIN/@@download/ENCFF000AIN.bam'], ['unfiltered alignments', 'ENCFF609DFG', 'hg19', 'https://www.encodeproject.org/files/ENCFF609DFG/@@download/ENCFF609DFG.bam'], ['alignments', 'ENCFF093OQO', 'hg19', 'https://www.encodeproject.org/files/ENCFF093OQO/@@download/ENCFF093OQO.bam'], ['unfiltered alignments', 'ENCFF574QCS', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF574QCS/@@download/ENCFF574QCS.bam'], ['alignments', 'ENCFF243YAC', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF243YAC/@@download/ENCFF243YAC.bam'], ['unfiltered alignments', 'ENCFF181DVL', 'hg19', 'https://www.encodeproject.org/files/ENCFF181DVL/@@download/ENCFF181DVL.bam'], ['unfiltered alignments', 'ENCFF421VDA', 'hg19', 'https://www.encodeproject.org/files/ENCFF421VDA/@@download/ENCFF421VDA.bam'], ['alignments', 'ENCFF921GLJ', 'hg19', 'https://www.encodeproject.org/files/ENCFF921GLJ/@@download/ENCFF921GLJ.bam'], ['alignments', 'ENCFF336KSW', 'hg19', 'https://www.encodeproject.org/files/ENCFF336KSW/@@download/ENCFF336KSW.bam'], ['alignments', 'ENCFF763ADD', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF763ADD/@@download/ENCFF763ADD.bam']]",['ENCSR000ASS']
ENCSR000AUB,K562,SIRT6-human,ChIP-seq,"[['alignments', 'ENCFF000CBZ', 'hg19', 'https://www.encodeproject.org/files/ENCFF000CBZ/@@download/ENCFF000CBZ.bam']]",['ENCSR000AKY']
ENCSR000AUC,K562,SUZ12-human,ChIP-seq,"[['alignments', 'ENCFF000CCI', 'hg19', 'https://www.encodeproject.org/files/ENCFF000CCI/@@download/ENCFF000CCI.bam']]",['ENCSR000AKY']
ENCSR000AUA,K562,RNF2-human,ChIP-seq,"[['alignments', 'ENCFF001QXD', 'hg19', 'https://www.encodeproject.org/files/ENCFF001QXD/@@download/ENCFF001QXD.bam'], ['unfiltered alignments', 'ENCFF956ZQP', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF956ZQP/@@download/ENCFF956ZQP.bam'], ['alignments', 'ENCFF095LQT', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF095LQT/@@download/ENCFF095LQT.bam'], ['unfiltered alignments', 'ENCFF172PCW', 'hg19', 'https://www.encodeproject.org/files/ENCFF172PCW/@@download/ENCFF172PCW.bam'], ['alignments', 'ENCFF078MTN', 'hg19', 'https://www.encodeproject.org/files/ENCFF078MTN/@@download/ENCFF078MTN.bam']]",['ENCSR000AKY']
ENCSR000AUF,A549,CTCF-human,ChIP-seq,"[['alignments', 'ENCFF000AHL', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AHL/@@download/ENCFF000AHL.bam'], ['alignments', 'ENCFF000AHO', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AHO/@@download/ENCFF000AHO.bam']]",['ENCSR000ASS']
ENCSR000AUG,A549,H2AFZ-human,ChIP-seq,"[['alignments', 'ENCFF000AHS', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AHS/@@download/ENCFF000AHS.bam'], ['alignments', 'ENCFF000AHU', 'hg19', 'https://www.encodeproject.org/files/ENCFF000AHU/@@download/ENCFF000AHU.bam'], ['unfiltered alignments', 'ENCFF360XEW', 'hg19', 'https://www.encodeproject.org/files/ENCFF360XEW/@@download/ENCFF360XEW.bam'], ['unfiltered alignments', 'ENCFF479DHB', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF479DHB/@@download/ENCFF479DHB.bam'], ['unfiltered alignments', 'ENCFF073QHW', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF073QHW/@@download/ENCFF073QHW.bam'], ['alignments', 'ENCFF186XEX', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF186XEX/@@download/ENCFF186XEX.bam'], ['unfiltered alignments', 'ENCFF585JDY', 'hg19', 'https://www.encodeproject.org/files/ENCFF585JDY/@@download/ENCFF585JDY.bam'], ['alignments', 'ENCFF249WZG', 'hg19', 'https://www.encodeproject.org/files/ENCFF249WZG/@@download/ENCFF249WZG.bam'], ['alignments', 'ENCFF099PEP', 'GRCh38', 'https://www.encodeproject.org/files/ENCFF099PEP/@@download/ENCFF099PEP.bam'], ['alignments', 'ENCFF340WFC', 'hg19', 'https://www.encodeproject.org/files/ENCFF340WFC/@@download/ENCFF340WFC.bam']]",['ENCSR000ASR']
